,Security,Symbol,GICS Sector,GICS Sub Industry,Ticker,Price,Shares Outstanding,Market Cap,Expected Growth - 5 Year,Last 12 Month Return,Beta,Avg Current Estimate,EPS,Equity COC,PVEPS,EPS1,EPS2,EPS3,EPS4,EPS5,Known Growth,Unknown Growth,% Present,% Known,% Unknown
1200,"Penn National Gaming, Inc.",PENN,Consumer Discretionary,Casinos and Gaming,PENN,21.88,117690000.0,2548000000.0,-0.324,-0.2735,2.19,1.41,0.93,0.15977999999999998,8.824633871573415,0.62868,0.42498768,0.28729167167999997,0.19420917005567997,0.13128539895763966,1.4057589089415392,11.649607219485045,40.33196467812347,6.424857901926597,53.24317741994993
1202,Pioneer Energy Services Corp.,PES,Energy,Oil and Gas Drilling,PES,1.95,78460000.0,137299000.0,-0.2789,-0.4464,2.35,-0.47,-0.63,0.1697,-2.7695934001178553,-0.45429300000000006,-0.3275906823000001,-0.2362256410065301,-0.17034230972980888,-0.1228338395461652,-1.0790675448264782,5.798660944944333,-142.03043077527462,-55.336797170588625,297.36722794586325
1203,"PetMed Express, Inc.",PETS,Consumer Discretionary,Internet and Direct Marketing Retail,PETS,22.57,20480000.0,450011000.0,0.0739,-0.3261,0.85,1.98,2.01,0.07669999999999999,25.8148631029987,2.1585389999999998,2.3180550320999997,2.48935929897219,2.673322951166235,2.87088151725742,10.73670714631208,-13.98157024931078,114.37688570225389,47.57070069256571,-61.94758639481958
1204,Preferred Bank,PFBC,Financials,Regional Banks,PFBC,48.95,15070000.0,743986000.0,0.1,-0.2311,1.49,5.14,4.78,0.11638000000000001,44.16566420347138,5.258000000000001,5.783800000000001,6.362180000000002,6.998398000000003,7.698237800000004,25.52976060408741,-20.745424807558788,90.22607600300587,52.1547714077373,-42.38084741074318
1205,"Provident Financial Services, Inc.",PFS,Financials,Thrifts and Mortgage Finance,PFS,27.04,66590000.0,1762000000.0,0.08,0.0318,0.48,1.91,1.87,0.05376,35.5282738095238,2.0196,2.181168,2.35566144,2.5441143552,2.747643503616,10.61358650374569,-19.101860313269494,131.39154515356435,39.25142937775773,-70.6429745313221
1206,"Progenics Pharmaceuticals, Inc.",PGNX,Health Care,Biotechnology,PGNX,5.14,84540000.0,434126000.0,2.964,-0.2181,2.05,-0.6,-0.87,0.15109999999999998,-3.9708802117802784,-3.44868,-13.67056752,-54.19012964928,-214.80967392974594,-851.5055474575129,-682.0511115679806,691.1619917797608,-77.25447882841009,-13269.476878754485,13446.731357582898
1207,"PGT Innovations, Inc.",PGTI,Industrials,Building Products,PGTI,14.58,59040000.0,858433000.0,0.3987,-0.16449999999999998,0.97,1.02,1.0,0.08413999999999999,12.122652721654386,1.3987,1.95636169,2.736363095803,3.8273510620996563,5.353315930558789,12.410023110220308,-9.952675831874695,83.14576626649098,85.11675658587318,-68.26252285236416
1208,Polaris Industries Inc,PII,Consumer Discretionary,Leisure Products,PII,96.7,61070000.0,5895000000.0,0.15,-0.07980000000000001,1.4,6.15,5.19,0.11079999999999998,55.50541516245489,5.9685,6.8637749999999995,7.893341249999999,9.077342437499999,10.438943803124998,32.02442761659549,9.170157220949626,57.39960202942595,33.11729846597258,9.483099504601475
1209,Piper Jaffray Companies,PJC,Financials,Investment Banking and Brokerage,PJC,80.53,12660000.0,1022999999.9999999,0.1,0.1517,1.23,6.41,4.57,0.10025999999999999,63.933772192300026,5.027000000000001,5.529700000000002,6.082670000000003,6.6909370000000035,7.360030700000005,25.12312361462297,-8.526895806922994,79.39124822091149,31.197222916457182,-10.588471137368675
1210,Park Electrochemical Corp.,PKE,Information Technology,Electronic Manufacturing Services,PKE,16.56,20280000.0,333393000.0,0.15,-0.0258,1.31,0.46,1.36,0.10522000000000001,4.371792434898309,1.564,1.7986,2.06839,2.3786484999999997,2.7354457749999996,8.47988223642991,3.70832532867178,26.399712771125053,51.20701833592941,22.39326889294553
1211,"Photronics, Inc.",PLAB,Information Technology,Semiconductor Equipment,PLAB,9.43,67050000.0,626596000.0,0.1,0.2327,0.77,0.4,0.58,0.07174,5.575689991636465,0.638,0.7018000000000001,0.7719800000000001,0.8491780000000002,0.9340958000000003,3.362724718418175,0.49158528994535944,59.12714731321808,35.65985915607821,5.212993530703706
1214,Plantronics Inc,PLT,Information Technology,Communications Equipment,PLT,52.73,39470000.0,2031000000.0000002,0.15,-0.1888,1.71,4.76,-2.91,0.13002,36.609752345792955,-3.3465,-3.8484749999999996,-4.4257462499999995,-5.089608187499999,-5.853049415624998,-17.334752802594014,33.45500045680106,69.42869779213532,-32.87455490725207,63.445857115116745
1215,ePlus inc.,PLUS,Information Technology,Technology Distributors,PLUS,93.57,13610000.0,1273000000.0,0.05,0.17550000000000002,1.35,5.28,4.18,0.10770000000000002,49.025069637883,4.389,4.60845,4.838872500000001,5.080816125000001,5.334856931250001,19.77479356322594,24.770136798891052,52.39400410161697,21.133689818559308,26.47230607982372
1216,Plexus Corp.,PLXS,Information Technology,Electronic Manufacturing Services,PLXS,59.58,30240000.0,1821000000.0,0.08130000000000001,0.0897,1.11,3.47,4.42,0.09282000000000001,37.38418444300797,4.779345999999999,5.167906829799999,5.588057655062738,6.042366742419339,6.53361115857803,23.39819664509679,-1.202381088104758,62.746197453856944,39.271897692341035,-2.018095146197983
1217,PennyMac Mortgage Investment Trust,PMT,Real Estate,Mortgage REITs,PMT,21.04,68410000.0,1439000000.0,0.1331,0.1978,0.59,1.86,1.99,0.060579999999999995,30.703202377022123,2.254869,2.5549920639,2.89506150760509,3.2803941942673274,3.7170146615243085,12.92525237754983,-22.588454754571956,145.92776795162607,61.43180787808855,-107.35957582971463
1218,Pinnacle Financial Partners,PNFP,Financials,Regional Banks,PNFP,58.96,76580000.0,4462000000.0,0.322,-0.0795,1.71,5.1,4.78,0.13002,39.224734656206735,6.319160000000001,8.353929520000001,11.043894825440002,14.600028959231684,19.301238284104286,44.31555865006678,-24.58029330627351,66.52770464078482,75.1620736941431,-41.68977833492794
1219,PNM Resources,PNM,Utilities,Electric Utilities,PNM,45.6,79650000.0,3688000000.0,0.039,0.1483,0.36,2.15,1.07,0.04632,46.416234887737474,1.1117299999999999,1.1550874699999998,1.2001358813299996,1.2469411807018695,1.2955718867492423,5.481416167137334,-6.297651054874806,101.78998878889796,12.020649489336257,-13.810638278234222
1220,PolyOne Corp,POL,Materials,Specialty Chemicals,POL,27.98,77820000.0,2156000000.0,0.0895,-0.3321,1.63,2.47,1.89,0.12506,19.75051975051975,2.0591549999999996,2.2434493724999993,2.444238091338749,2.6629974005135666,2.901335667859531,9.665181923772401,-1.435701674292151,70.58799053080682,34.54318057102359,-5.131171101830417
1221,Pool Corp,POOL,Consumer Discretionary,Distributors,POOL,181.48,39600000.0,7245000000.0,0.17,0.304,1.03,6.27,5.69,0.08786,71.36353289323924,6.6573,7.789041,9.113177969999999,10.662418224899998,12.475029323132997,38.7072523118005,71.40921479496025,39.32308402757287,21.32866007923766,39.348255893189474
1222,Post Holdings Inc,POST,Consumer Staples,Food Products,POST,111.88,66500000.0,7513000000.0,0.201,0.40270000000000006,0.66,4.98,3.95,0.06492,76.70979667282809,4.743950000000001,5.697483950000001,6.842678223950002,8.218056546963952,9.869885912903706,30.607159213367595,4.56304411380431,68.56435169183777,27.357131939012866,4.078516369149365
1223,"Power Integrations, Inc.",POWI,Information Technology,Semiconductors,POWI,77.85,29270000.0,2305000000.0,0.0726,0.1482,0.87,2.33,2.12,0.07794000000000001,29.894790864767767,2.273912,2.4389980112000003,2.6160692668131205,2.805995895583753,3.0097111976031337,11.257469481643607,36.69773965358861,38.40050207420394,14.460461761905727,47.139036163890324
1224,"Powell Industries, Inc.",POWL,Information Technology,Electrical Components and Equipment,POWL,29.87,12340000.0,362352000.0,0.1,0.005,1.95,0.07,-0.36,0.1449,0.48309178743961356,-0.396,-0.43560000000000004,-0.4791600000000001,-0.5270760000000001,-0.5797836000000002,-1.8306711076783102,31.2175793202387,1.6173143201861853,-6.128795137858421,104.51148081767224
1225,"Pacific Premier Bancorp, Inc.",PPBI,Financials,Regional Banks,PPBI,29.77,62770000.0,1839000000.0,0.08,-0.25379999999999997,1.75,2.61,2.29,0.1325,19.698113207547166,2.4732000000000003,2.6710560000000005,2.884740480000001,3.115519718400001,3.3647612958720017,11.271412691472486,-1.199525899019653,66.1676627730842,37.86164827501675,-4.029311048100951
1226,ProAssurance Corporation,PRA,Financials,Property and Casualty Insurance,PRA,36.41,53740000.0,2003000000.0,0.273,-0.2328,0.88,1.45,1.25,0.07855999999999999,18.457230142566193,1.59125,2.02566125,2.5786667712500004,3.282642799801251,4.1788042841469935,11.39036605224353,6.562403805190273,50.69274963627079,31.28362002813384,18.023630335595367
1227,"PRA Group, Inc.",PRAA,Financials,Consumer Finance,PRAA,28.75,45330000.0,1280000000.0,0.15,-0.19440000000000002,1.95,1.66,1.44,0.1449,11.456176673567978,1.656,1.9043999999999996,2.1900599999999995,2.5185689999999994,2.896354349999999,8.354096472262189,8.939726854169834,39.847571038497314,29.057726860042397,31.094702101460292
1228,PRA Health Sciences,PRAH,Health Care,Life Sciences Tools & Services,PRAH,98.0,65660000.0,6360000000.0,0.1576,0.19469999999999998,1.64,5.02,2.32,0.12568,39.942711648631445,2.6856319999999996,3.1088876031999995,3.5988482894643194,4.166026779883896,4.822592600393597,14.211605374728435,43.84568297664012,40.75786902921576,14.501638137477995,44.74049283330624
1229,"Perficient, Inc.",PRFT,Information Technology,IT Consulting and Other Services,PRFT,29.15,32979999.999999996,965899000.0,0.12,0.1787,0.99,1.7,0.73,0.08538,19.910986179433124,0.8176000000000001,0.9157120000000002,1.0255974400000003,1.1486691328000005,1.2865094287360006,4.357238863090749,4.881774957476126,68.30526991229202,14.94764618556003,16.747083902147946
1230,Progress Software Corporation,PRGS,Information Technology,Systems Software,PRGS,45.45,44490000.0,2025999999.9999998,0.1,0.2334,1.07,2.51,1.3,0.09034,27.783927385432804,1.4300000000000002,1.5730000000000004,1.7303000000000006,1.9033300000000009,2.093663000000001,7.27782002078645,10.388252593780749,61.130753323284495,16.012805326262818,22.85644135045269
1231,Primerica Inc,PRI,Financials,Life & Health Insurance,PRI,130.69,42450000.0,5539000000.0,0.17679999999999998,0.3493,1.73,8.09,7.32,0.13126,61.63339936004876,8.614176,10.137162316800001,11.929412614410243,14.038532764637974,16.52054535742597,46.68103154761701,22.375569092334217,47.1599964496509,35.718900870469824,17.121102679879268
1232,"Proto Labs, Inc.",PRLB,Industrials,Industrial Machinery,PRLB,110.66,26920000.0,2951000000.0,0.196,-0.0704,1.96,3.12,2.72,0.14552,21.440351841671248,3.25312,3.8907315199999997,4.65331489792,5.565364617912319,6.656176083023134,17.76374038856273,71.45590776976601,19.374979072538633,16.052539660729018,64.57248126673235
1233,The Providence Service Corporation,PRSC,Health Care,Healthcare Services,PRSC,66.5,12830000.0,847544000.0,0.12,-0.1255,0.85,2.5,-1.93,0.07669999999999999,32.594524119947856,-2.1616,-2.420992,-2.7115110400000004,-3.036892364800001,-3.401319448576001,-11.712965490538542,45.61844137059069,49.01432198488399,-17.61348194065946,68.59915995577548
1236,PTC Inc,PTC,Information Technology,Application Software,PTC,90.7,118630000.0,10726000000.0,0.35479999999999995,0.10490000000000001,1.03,1.8,0.06,0.08786,20.487138629638064,0.081288,0.1101289824,0.14920274535552,0.20213987940765848,0.2738591086214957,0.6611498896338597,69.55171148072807,22.58780444282036,0.7289414439182577,76.68325411326138
1237,Patterson-UTI Energy,PTEN,Energy,Oil & Gas Drilling,PTEN,14.18,208250000.0,2846000000.0,0.226,-0.3427,1.68,-0.65,-1.46,0.12816,-5.071785268414482,-1.78996,-2.19449096,-2.69044591696,-3.29848669419296,-4.043944687080569,-10.642714848038732,29.894500116453212,-35.76717396625164,-75.05440654470192,210.82158051095357
1238,ProPetro Holding Corp.,PUMP,Energy,Oil and Gas Equipment and Services,PUMP,23.5,100330000.0,2189000000.0,0.051,0.2683,1.86,2.48,2.0,0.13932,17.800746482917024,2.102,2.209202,2.321871302,2.440286738402,2.5647413620605017,9.002027385122842,-3.302773868039866,75.747857374115,38.30649951116103,-14.054356885276025
1239,Penn Virginia Corporation,PVAC,Energy,Oil and Gas Exploration and Production,PVAC,45.27,15110000.0,674980000.0,0.1,-0.029500000000000002,0.98,10.78,14.7,0.08476,127.18263331760264,16.17,17.787000000000003,19.565700000000003,21.522270000000006,23.67449700000001,83.15389525647659,-165.0665285740792,280.942419521985,183.68432793566728,-364.6267474576523
1240,Papa John’s International Inc,PZZA,Consumer Discretionary,Restaurants,PZZA,51.94,31780000.0,1625000000.0,0.039,-0.1634,0.74,1.11,0.05,0.06988,15.884373211219234,0.051949999999999996,0.05397604999999999,0.05608111594999999,0.05826827947204998,0.06054074237145993,0.24518221863593403,35.81044457014483,30.582158666190285,0.4720489384596343,68.94579239535008
1241,QEP Resources Inc,QEP,Energy,Oil & Gas Exploration & Production,QEP,7.6,238040000.0,1787000000.0,-0.056900000000000006,-0.3818,2.22,0.29,-4.54,0.16164,1.7941103687206135,-4.281674,-4.038046749399999,-3.8082818893591392,-3.591590649854604,-3.3872291418778766,-14.731465171262624,20.537354802542012,23.60671537790281,-193.83506804292927,270.2283526650265
1242,Quorum Health Corporation,QHC,Health Care,Healthcare Facilities,QHC,1.73,31290000.0,64154000.0,-0.1751,-0.7574,2.04,-1.37,-6.9110000000000005,0.15048,-9.104199893673579,-5.7008839,-4.70265912911,-3.8792235156028387,-3.1999714780207817,-2.6396564722193427,-16.327365589316713,27.16156548299029,-526.2543291140797,-943.7783577639719,1570.0326868780514
1243,"Qualys, Inc.",QLYS,Information Technology,Systems Software,QLYS,87.64,39150000.0,3534000000.0,0.08,0.1352,0.83,1.87,1.37,0.07546,24.78134110787172,1.4796000000000002,1.5979680000000003,1.7258054400000005,1.8638698752000007,2.012979465216001,7.46072479684407,55.39793409528421,28.276290629703013,8.5129219498449,63.210787420452085
1244,"QuinStreet, Inc.",QNST,Information Technology,Internet Software and Services,QNST,14.49,49810000.0,711746000.0,0.25,0.2954,-0.11,0.62,1.36,0.01718,36.08847497089639,1.7000000000000002,2.125,2.65625,3.3203125,4.150390625,13.388306229572851,-34.98678120046924,249.05779828085846,92.39686838904659,-241.45466666990504
1245,Ryder System,R,Industrials,Trucking,R,64.44,53270000.0,3375000000.0,0.1461,-0.0288,1.98,6.1,5.17,0.14676,41.56445898064867,5.925337000000001,6.791028735700001,7.783198033985772,8.920323266751094,10.223582496023429,29.59260225982985,-6.717061240478525,64.50102262670495,45.92272231506805,-10.423744941773007
1247,Regal Beloit Corp,RBC,Industrials,Electrical Components & Equipment,RBC,85.45,42810000.0,3640000000.0,0.127,0.1924,1.37,6.42,5.26,0.10894000000000001,58.93152193868184,5.92802,6.68087854,7.529350114580001,8.485577579131661,9.563245931681381,30.621378030666353,-4.10289996934819,68.96608769886699,35.83543362278098,-4.801521321647969
1248,"Rent-A-Center, Inc.",RCII,Consumer Discretionary,Computer and Electronics Retail,RCII,24.92,54050000.0,1347000000.0,0.05,1.456,0.17,1.87,0.16,0.03454,54.140127388535035,0.168,0.17640000000000003,0.18522000000000005,0.19448100000000007,0.20420505000000008,0.8654836372985111,-30.085611025833543,217.25572788336692,3.4730483037660953,-120.72877618713298
1249,"Resources Connection, Inc.",RECN,Industrials,Research and Consulting Services,RECN,16.11,32020000.000000004,514568999.99999994,0.08,0.0313,1.26,0.96,0.8,0.10211999999999999,9.400705052878967,0.8640000000000001,0.9331200000000002,1.0077696000000003,1.0883911680000005,1.1754624614400007,4.150037250061373,2.5592576970596594,58.35322813705132,25.76062849200107,15.886143370947607
1250,"Renewable Energy Group, Inc.",REGI,Energy,Oil and Gas Refining and Marketing,REGI,24.4,37360000.0,894657000.0,0.15,0.8690000000000001,0.3,1.07,6.52,0.0426,25.11737089201878,7.497999999999999,8.622699999999998,9.916104999999996,11.403520749999995,13.114048862499994,46.051285539160475,-46.76865643117925,102.94004463942123,188.73477679983802,-191.67482143925923
1251,"Ring Energy, Inc.",REI,Energy,Oil and Gas Exploration and Production,REI,5.27,67810000.0,343800000.0,0.37,-0.6920000000000001,1.94,0.39,0.15,0.14428,2.7030773495980043,0.20550000000000002,0.28153500000000004,0.3857029500000001,0.5284130415000001,0.7239258668550003,1.5210286028864635,1.0458940475155318,51.29179031495265,28.86202282517009,19.846186859877267
1252,REX American Resources Corporation,REX,Energy,Oil and Gas Refining and Marketing,REX,86.36,6270000.0,529309999.99999994,0.08,0.1518,0.64,0.0,4.91,0.06368,0.0,5.3028,5.727024000000001,6.185185920000001,6.680000793600001,7.214400857088002,27.340185688349187,59.01981431165081,0.0,31.658390097671592,68.34160990232841
1253,Reinsurance Group of America,RGA,Financials,Reinsurance,RGA,151.1,62540000.0,9447000000.0,0.10220000000000001,0.011200000000000002,0.68,13.21,12.5,0.06616,199.66747279322857,13.777500000000002,15.185560500000003,16.737524783100003,18.448099815932824,20.33349561712116,73.70489670497471,-122.27236949820329,132.14260277513472,48.77888597284892,-80.92148874798366
1254,Repligen Corporation,RGEN,Health Care,Biotechnology,RGEN,67.85,44070000.0,2986000000.0,0.25,0.8619,0.95,0.83,0.37,0.0829,10.012062726176115,0.4625,0.578125,0.72265625,0.9033203125,1.129150390625,3.145058276029763,54.69287899779412,14.75617203563171,4.63531065000702,80.60851731436126
1255,Royal Gold Inc,RGLD,Materials,Gold,RGLD,86.83,65519999.99999999,5702000000.0,0.12,-0.0222,-0.38,1.62,-1.35,0.0004399999999999994,3681.818181818187,-1.5120000000000002,-1.6934400000000005,-1.8966528000000007,-2.124251136000001,-2.3791612723200015,-9.596108201280842,-3585.392073616906,4240.260488101102,-11.051604516043813,-4129.208883585059
1256,REGENXBIO Inc.,RGNX,Health Care,Biotechnology,RGNX,51.33,36610000.0,1841000000.0,0.02,0.3786,1.04,-3.34,2.73,0.08848,-37.748643761301985,2.7846,2.8402920000000003,2.8970978400000003,2.9550397968000004,3.0141405927360005,12.277906655994148,76.80073710530783,-73.54109441126434,23.91955319694944,149.6215412143149
1258,Regis Corporation,RGS,Consumer Discretionary,Specialized Consumer Services,RGS,19.81,40230000.0,742327000.0,0.08,0.258,1.26,0.78,0.1,0.10211999999999999,7.638072855464161,0.10800000000000001,0.11664000000000002,0.12597120000000003,0.13604889600000006,0.14693280768000008,0.5187546562576716,11.653172488278166,38.5566524758413,2.6186504606646723,58.82469706349403
1260,Transocean,RIG,Energy,Oil & Gas Drilling,RIG,8.8,610360000.0,4858000000.0,1.565,-0.28859999999999997,2.0,-0.84,-4.27,0.148,-5.675675675675675,-10.952549999999999,-28.093290749999998,-72.05929077374999,-184.83208083466872,-474.09428734092523,-485.2264693903378,499.7021450660135,-64.49631449631448,-5513.937152162929,5678.433466659243
